Sentence,Label
You can find out the size of an angle using a protractor.An angle less than 90° is acute.An angle between 90° and 180° is obtuse.An angle greater than 180° is reflex.An angle of exactly 90° is a right-angle.,What is an angle?
"You can use pattern-spotting, logic and reasoning to work out angles around straight lines.Some facts that are useful to remember are:360° is a full turn180° is half a turn Did you know that one half turn is 180°?If the straight line or half turn is divided into two angles, and we know one of the angles, we can work out the other.",Calculating angles
Here 120° + 60° = 180° If we just had information on one of the angles e.g.,Calculating angles
"120°, we could work out the other angle is 60°.",Calculating angles
"If the straight line was divided into three angles, all three angles would add up to 180°.",Calculating angles
"Here are some more examples of angles on straight lines, can you see how they all add up to 180°?",Calculating angles
Can you work out what angle b is?,Calculating angles
"b is on a straight line with 140°, so must be 40°.140° + 40°= 180° What about angle c?",Calculating angles
"b + c = 180°, so if b is 40°, c must be 140°.",Calculating angles
40° + 140° = 180° Angle d must be 40° as it is on a straight line with c. c+ d = 180° Vertically opposite angles are the angles directly opposite each other when a straight line crosses over another straight line.,Calculating angles
They are always equal.,Calculating angles
What do you think angle c is in both of these diagrams?,Calculating angles
In the first diagram angle c equals 70° and in the second diagram angle c equals 145°.,Calculating angles
"Angles b and d are vertically opposite, so they are equal too.",Calculating angles
"RememberAngles on a straight line add up to 180°.When two straight lines cross, vertically opposite angles are always equal.",Calculating angles
Take this quiz to practise solving problems with angles.,Calculating angles
"We see lines everywhere around us all the time, for example on buildings, books, televisions, photo frames, roads etc.Did you know that different types of lines have different names?",Different types of lines
A vertical line goes up and down.A horizontal line goes left to right.,Different types of lines
Why not have a look around and see if you can find any horizontal and vertical lines?Now have a look at the pencils below.,Different types of lines
Can you count how many vertical and horizontal pencils there are?,Different types of lines
How many did you find?,Different types of lines
You can see that there are 4 vertical pencils and 4 horizontal pencils.,Different types of lines
Now watch this video to find out how to recognise parallel lines and perpendicular lines.,Different types of lines
See if you can spot the horizontal and vertical lines in this quiz!,Different types of lines
"Parallel namesWrite your name in capital letters, like in the example below.",Different types of lines
How many pairs of parallel lines can you find?How many pairs of perpendicular lines?Which capital letter has the most parallel lines in it?,Different types of lines
Which capital letter has the most perpendicular lines in it?,Different types of lines
House of linesThis is a two-player game.Pick a room in your house!,Different types of lines
Player 1 gets a point for every pair of parallel lines they can find in the room.Player 2 gets a point for every pair of perpendicular lines they can find.The player with the most points wins!,Different types of lines
An angle measures the size of a turn.,Compare and order angles
A right angle is 90° or a quarter turnAn acute angle is less than or < 90°An obtuse angle is greater than or > 90° Can you identify which of these is the smallest and largest angle?,Compare and order angles
Angle a is the smallest angle and is less than a right angle.Angle c is the smallest image but is in fact the largest turn.,Compare and order angles
"It is the obtuse angle, so it's greater than a right angle.",Compare and order angles
"Can you identify which of the below angles are acute, right angle or obtuse?",Compare and order angles
Angle a is 70° so it is acute.,Compare and order angles
"Angles b and c are both right angles.Angles d and e are obtuse as they are 120° and 150°.Angle f is acute as it is 25°, so less than 90°.",Compare and order angles
Practise comparing angles with this quiz.,Compare and order angles
These questions will help build your confidence in identifying and comparing angles.Read each question carefully.,Compare and order angles
How is the question asking you to sort the angles?,Compare and order angles
"Watch this video to learn about acute, obtuse, right and reflex angles.",Measuring angles
An angle is the space between two lines that start at the same point and you measure them in degrees.Angles can be between 0° and 360°.,Measuring angles
A right angle looks like the corner of a square or the edge of a book.,Measuring angles
"It is a perfect 90°, which is often shown by a small square drawn in between the two lines.",Measuring angles
An acute angle is an angles that is less than 90°.,Measuring angles
This makes them smaller than a right angle.,Measuring angles
"An obtuse angle is an angle that is bigger than 90° degrees, but doesn’t reach a straight line at 180°.",Measuring angles
A reflex angle is an angle that is greater than 180°.,Measuring angles
You can measure an angle using a protractor.,Measuring angles
Let's look at how you do this...,Measuring angles
Step 1: Line up the vertex (corner) of the angle with the cross section of the protractor.,Measuring angles
Step 2: Make sure that one of the angle lines goes right through the zero.,Measuring angles
"RememberThese steps are really important - if the protractor isn’t lined up properly with the angle, you won’t get a correct reading.",Measuring angles
Step 3: See which number the other line of the angle reaches on the protractor.,Measuring angles
Step 4: Take your measurement.The line goes through both 120° and 60°.,Measuring angles
Always read from the zero.,Measuring angles
"Since the zero is on the inside line, you continue to read the inside numbers - the angle must be 60°.You can also tell that the angle is an acute angle so it has to be less than 90°.",Measuring angles
Use the protractor to measure this angle.,Measuring angles
The protractor has already been lined up correctly.,Measuring angles
Look for the zero line that the angle line goes through.,Measuring angles
It is on the inside so you have to read the inside numbers.The other angle line is in directly between two numbers - 130° and 140°.,Measuring angles
The angle measures 135°.Always check which two numbers the angle is in between and remember the direction the numbers are going in.,Measuring angles
It is easy to make a mistake and write 145° instead.,Measuring angles
Use the protractor to measure this angle.,Measuring angles
The protractor has already been lined up correctly.,Measuring angles
"The zero line is on the left this time, so you need to read the outside numbers.The other angle line goes directly through 70° and 110°.",Measuring angles
The angle must be 70° degrees since it is the outside number.,Measuring angles
Label the anglesCan you identify and label the angles correctly in this KS2 Maths interactive activity?,Measuring angles
Angle Hunt Angles are everywhere!,Measuring angles
"Armed with your knowledge of acute , obtuse, reflex and right angles, go on a hunt around your house, garden or even whilst out on a walk and see what angles you can see.",Measuring angles
Can you spot at least five examples of each type of angle?,Measuring angles
You may wish to record you findings in a table like the one below or take a photo.acuteobtusereflexright - angleCorner of a window Extension challengeHave a go at measuring some of the angles you find with a protractor!,Measuring angles
Drawing angles uses a very similar method to measuring angles.,Drawing angles
